region;baron_first_blue;champion_first_blue;dragon_first_blue;inhibitor_first_blue;herald_first_blue;tower_first_blue;baron_first_red;champion_first_red;dragon_first_red;inhibitor_first_red;herald_first_red;tower_first_red;dif_kills;dif_barons;dif_dragons;dif_inhibitor;dif_herald;dif_tower;dif_dmg_dealt_to_buildings;dif_dmg_dealt_to_objectives;dif_dmg_dealt_to_turrets;dif_dmg_self_mitigated;dif_gold_earned;dif_gold_spent;dif_magic_dmg_dealt;dif_physical_dmg_dealt;dif_true_dmg_dealt;dif_total_minions_killed;dif_neutral_minions_killed;dif_total_heal;dif_vision_score;win_blue
NA1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-14.0;-1.0;-2.0;-1.0;0.0;-9.0;-18016.0;-50289.0;-18016.0;-35791.0;-12156.0;-5660.0;51395.0;-67883.0;-20591.0;29.0;-11.0;-6855.0;-25.0;0.0
NA1;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;-17.0;1.0;0.0;0.0;2.0;-6.0;-16293.0;21311.0;-16293.0;63495.0;-8112.0;-6615.0;-162623.0;40172.0;35.0;-27.0;-50.0;-16392.0;-18.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;-13.0;0.0;-3.0;0.0;-2.0;-7.0;-13594.0;-55896.0;-13594.0;4371.0;-14527.0;-8915.0;2529.0;-108646.0;-25659.0;-124.0;-50.0;-10683.0;-32.0;0.0
NA1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-16.0;-1.0;-2.0;-1.0;1.0;-10.0;-29997.0;-38006.0;-29997.0;16101.0;-13667.0;-11300.0;172315.0;-254261.0;-4223.0;-7.0;-37.0;-18556.0;-15.0;0.0
NA1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;-1.0;0.0;0.0;1.0;-2.0;4.0;9121.0;-13553.0;9121.0;129734.0;4163.0;-1320.0;312633.0;-323299.0;90153.0;103.0;33.0;-18111.0;-17.0;1.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;1.0;4.0;3.0;2.0;11.0;20113.0;87198.0;20113.0;3055.0;12339.0;12750.0;-20142.0;136455.0;27256.0;87.0;86.0;29043.0;19.0;1.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;3.0;1.0;2.0;9.0;13493.0;75390.0;13493.0;46389.0;17485.0;15040.0;161248.0;82230.0;22276.0;44.0;110.0;13872.0;24.0;1.0
NA1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;-6.0;0.0;-2.0;-1.0;-1.0;-1.0;-2921.0;-52169.0;-2921.0;26089.0;-6733.0;-2305.0;168367.0;-213478.0;13527.0;-62.0;27.0;-2219.0;11.0;0.0
NA1;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;24.0;1.0;1.0;3.0;-1.0;8.0;12205.0;50981.0;12205.0;-25777.0;14349.0;7170.0;-47763.0;183244.0;2107.0;74.0;11.0;10072.0;29.0;1.0
NA1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;-7.0;-1.0;-2.0;-1.0;-2.0;-9.0;-19903.0;-58669.0;-19903.0;-96118.0;-7331.0;-3967.0;-45968.0;24558.0;4659.0;6.0;-25.0;-6820.0;-23.0;0.0
NA1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;-5.0;1.0;2.0;1.0;2.0;3.0;8661.0;34363.0;8661.0;10265.0;2473.0;190.0;57141.0;-28147.0;31221.0;19.0;55.0;15258.0;37.0;1.0
NA1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;28.0;1.0;0.0;2.0;-2.0;7.0;12341.0;17987.0;12341.0;44311.0;15811.0;11928.0;49887.0;135232.0;20135.0;90.0;78.0;34277.0;-12.0;1.0
NA1;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;15.0;1.0;1.0;0.0;2.0;3.0;2921.0;28619.0;2921.0;-2086.0;9789.0;9085.0;-24943.0;24884.0;21094.0;26.0;18.0;107.0;12.0;1.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;0.0;-3.0;-1.0;-2.0;-5.0;-28966.0;-132616.0;-28966.0;42448.0;-1914.0;-5280.0;-595216.0;406868.0;8026.0;278.0;-200.0;4408.0;-10.0;0.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-7.0;1.0;1.0;2.0;2.0;3.0;3432.0;15956.0;3432.0;145.0;2242.0;-495.0;-55068.0;-34359.0;50035.0;-182.0;34.0;-28095.0;20.0;1.0
NA1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;-18.0;0.0;-1.0;0.0;0.0;-5.0;-13221.0;-40605.0;-13221.0;22664.0;-9990.0;-5250.0;-91585.0;-18702.0;8686.0;17.0;-32.0;-20260.0;-24.0;0.0
NA1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;1.0;4100.0;7019.0;4100.0;-11448.0;10605.0;6910.0;37235.0;60621.0;-3296.0;41.0;36.0;1781.0;16.0;1.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-19.0;0.0;-2.0;0.0;-1.0;-2.0;-5140.0;-29416.0;-5140.0;-3912.0;-8482.0;-4110.0;56627.0;-110120.0;-21070.0;-92.0;-20.0;-5386.0;-13.0;0.0
NA1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;16.0;1.0;1.0;5.0;2.0;7.0;16157.0;77720.0;16157.0;68920.0;2213.0;2510.0;-300726.0;267420.0;28104.0;-138.0;31.0;18961.0;27.0;1.0
NA1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;-11.0;-1.0;1.0;-1.0;-1.0;-7.0;-10947.0;-32271.0;-10947.0;4200.0;-9949.0;-7235.0;-96523.0;-56173.0;13349.0;-31.0;-55.0;-12670.0;-13.0;0.0
NA1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;1.0;7735.0;36672.0;7735.0;-11563.0;7081.0;4760.0;-2403.0;39101.0;4513.0;41.0;2.0;8457.0;22.0;1.0
NA1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;2.0;2.0;1.0;2.0;7.0;9408.0;86416.0;9408.0;-9407.0;9737.0;14195.0;64846.0;42762.0;78549.0;22.0;87.0;15144.0;30.0;1.0
NA1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-3.0;-1.0;-1.0;-1.0;1.0;-7.0;-17675.0;-20836.0;-17675.0;22767.0;-10873.0;-9290.0;-74901.0;-17291.0;-4906.0;-62.0;-76.0;22146.0;-9.0;0.0
NA1;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5.0;-1.0;-2.0;0.0;0.0;1.0;16796.0;34608.0;16796.0;21331.0;2186.0;-5695.0;456247.0;-301040.0;2679.0;61.0;19.0;-45258.0;-36.0;1.0
NA1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;-3.0;0.0;2.0;-2.0;-4832.0;-17583.0;-4832.0;-41128.0;-3996.0;-572.0;-145647.0;-21260.0;-966.0;-109.0;-13.0;-15829.0;-27.0;0.0
NA1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;1.0;4078.0;14201.0;4078.0;31665.0;3543.0;3275.0;133798.0;4359.0;101514.0;46.0;88.0;21235.0;-89.0;1.0
NA1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;3.0;0.0;2.0;1.0;-3343.0;24360.0;-3343.0;-2825.0;3109.0;642.0;17174.0;21356.0;-12210.0;-48.0;37.0;-5750.0;16.0;1.0
NA1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;-2.0;2.0;-1.0;-2.0;-1.0;802.0;-7085.0;802.0;-88871.0;-1895.0;-1675.0;-63575.0;224632.0;-40689.0;-48.0;64.0;13833.0;21.0;0.0
NA1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-1.0;1.0;-2.0;0.0;-1.0;0.0;-7737.0;-18092.0;-7737.0;-84693.0;2781.0;-14485.0;-16324.0;-20823.0;-9257.0;1.0;-14.0;11992.0;-27.0;1.0
NA1;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;-10.0;-1.0;-2.0;-1.0;2.0;-10.0;-23956.0;-38246.0;-23956.0;-25928.0;-8572.0;-5650.0;-91931.0;-20829.0;17057.0;-81.0;-33.0;-15133.0;-5.0;0.0
NA1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-2.0;0.0;-1.0;0.0;1.0;0.0;-4007.0;-2108.0;-4007.0;-5576.0;-1768.0;-1120.0;43330.0;-50229.0;-2026.0;-74.0;24.0;-20.0;3.0;0.0
NA1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;6.0;0.0;4.0;3.0;-2.0;5.0;6221.0;23184.0;6221.0;41201.0;3623.0;1160.0;19889.0;-169613.0;4013.0;-71.0;-42.0;21382.0;51.0;1.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;2.0;2.0;1.0;2.0;6.0;4147.0;58171.0;4147.0;6773.0;10592.0;3713.0;58855.0;19191.0;27938.0;1.0;42.0;-93.0;58.0;1.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-14.0;0.0;-2.0;0.0;-1.0;-3.0;-7253.0;-24380.0;-7253.0;1365.0;-9291.0;-10050.0;-2429.0;-53800.0;-12976.0;-4.0;-5.0;-4608.0;-14.0;0.0
NA1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;13.0;0.0;1.0;1.0;2.0;3.0;5685.0;39332.0;5685.0;-26938.0;6893.0;4400.0;-178356.0;250053.0;22031.0;3.0;56.0;34729.0;-19.0;1.0
NA1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-8.0;-1.0;-4.0;-1.0;0.0;-10.0;-24504.0;-84075.0;-24504.0;-1649.0;-9938.0;-11005.0;81079.0;-413077.0;236269.0;-100.0;-105.0;-26069.0;-67.0;0.0
NA1;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0;-1.0;1.0;0.0;1.0;1.0;-3646.0;-17653.0;-3646.0;6742.0;2008.0;-12005.0;35000.0;71585.0;9506.0;81.0;-31.0;5612.0;85.0;1.0
NA1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-6.0;0.0;-2.0;0.0;-2.0;-8.0;-12230.0;-64703.0;-12230.0;-24256.0;-13942.0;-9760.0;40029.0;-245420.0;-51356.0;-85.0;-104.0;-7948.0;2.0;0.0
NA1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;19.0;2.0;4.0;2.0;0.0;10.0;21228.0;68154.0;21228.0;-31821.0;12794.0;11805.0;76027.0;102607.0;-4189.0;-69.0;111.0;4276.0;35.0;1.0
NA1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-2.0;-1.0;1.0;-1.0;1.0;-5.0;-14419.0;-20242.0;-14419.0;-59224.0;-8935.0;-3642.0;468047.0;-543790.0;-85243.0;-43.0;-47.0;-9558.0;43.0;0.0
NA1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;12.0;1.0;2.0;4.0;-1.0;6.0;10614.0;41738.0;10614.0;33955.0;8463.0;1950.0;90770.0;30532.0;-63911.0;-58.0;23.0;40600.0;47.0;1.0
NA1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-16.0;-1.0;-1.0;-1.0;2.0;-9.0;-17784.0;-27702.0;-17784.0;-5723.0;-12768.0;-7015.0;-146055.0;16090.0;-69088.0;-111.0;-83.0;-10402.0;26.0;0.0
NA1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;-6.0;0.0;-2.0;1.0;-1.0;1.0;3302.0;-21016.0;3302.0;35063.0;-2377.0;5820.0;133425.0;-159080.0;-51332.0;-35.0;-9.0;37868.0;3.0;0.0
NA1;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;-6.0;-1.0;2.0;-1.0;0.0;-3.0;-6084.0;-24832.0;-6084.0;-8311.0;-4944.0;-6200.0;-14425.0;-52205.0;-3040.0;35.0;-36.0;-21394.0;-25.0;0.0
NA1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;1.0;2.0;2.0;0.0;6.0;36061.0;49779.0;36061.0;-36081.0;6991.0;2467.0;43850.0;14237.0;57569.0;-11.0;28.0;5502.0;2.0;1.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-8.0;-1.0;-3.0;-1.0;-1.0;-9.0;-20667.0;-89011.0;-20667.0;2923.0;-10710.0;-4950.0;-311521.0;226060.0;-17443.0;-6.0;-50.0;-71513.0;-36.0;0.0
NA1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-16.0;-1.0;-4.0;-1.0;0.0;-3.0;-7600.0;-45491.0;-7600.0;5527.0;-8421.0;-4700.0;-28898.0;-33925.0;430.0;-39.0;6.0;3064.0;7.0;0.0
NA1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-15.0;-2.0;0.0;-2.0;0.0;-3.0;-1354.0;-41249.0;-1354.0;70640.0;-10048.0;-11510.0;-31323.0;-95282.0;12614.0;-4.0;18.0;-5025.0;-11.0;0.0
NA1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-3.0;-1.0;-4.0;-1.0;-1.0;-10.0;-37631.0;-102712.0;-37631.0;4911.0;-8708.0;-6425.0;76635.0;-274735.0;-27168.0;-45.0;-106.0;-6129.0;68.0;0.0
NA1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;3.0;2.0;1.0;9.0;20009.0;64999.0;20009.0;15955.0;17300.0;14225.0;8882.0;232182.0;-7910.0;78.0;104.0;20649.0;12.0;1.0
NA1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;-23.0;0.0;-4.0;-1.0;-2.0;-11.0;-23683.0;-99779.0;-23683.0;-2638.0;-13513.0;-9460.0;-238154.0;74849.0;-13202.0;52.0;-64.0;-4506.0;-23.0;0.0
NA1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;2.0;1.0;2.0;4.0;5844.0;39706.0;5844.0;-8581.0;8817.0;4475.0;-21133.0;64299.0;7589.0;27.0;16.0;-7269.0;12.0;1.0
NA1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;-1.0;1.0;-2.0;-2.0;-5197.0;-30998.0;-5197.0;24923.0;3672.0;-1618.0;212910.0;-44338.0;-7562.0;81.0;15.0;-10620.0;21.0;1.0
NA1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;-18.0;-1.0;-3.0;-1.0;0.0;-9.0;-19340.0;-61337.0;-19340.0;4668.0;-16686.0;-8565.0;-137991.0;-100977.0;40620.0;-53.0;-67.0;-14133.0;-42.0;0.0
NA1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;9.0;0.0;1.0;0.0;-1.0;3.0;3927.0;-4457.0;3927.0;-42665.0;7773.0;1280.0;84259.0;80208.0;-30271.0;17.0;46.0;4273.0;-6.0;1.0
NA1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;19.0;0.0;3.0;2.0;-2.0;8.0;21323.0;34944.0;21323.0;-8156.0;9385.0;4715.0;19662.0;97145.0;31649.0;80.0;3.0;11007.0;33.0;1.0
NA1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;-13.0;-2.0;-3.0;-2.0;-1.0;-5.0;-8030.0;-82228.0;-8030.0;-48.0;-8095.0;-5662.0;54731.0;-151771.0;33924.0;56.0;-5.0;-10088.0;11.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-16.0;-1.0;-4.0;-1.0;-2.0;-7.0;-9134.0;-58434.0;-9134.0;5885.0;-10095.0;-7750.0;123699.0;-254972.0;-6881.0;104.0;-82.0;11697.0;-23.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-20.0;-1.0;-2.0;-1.0;-1.0;-7.0;-15670.0;-73306.0;-15670.0;20861.0;-9025.0;-1940.0;13098.0;-102266.0;-47309.0;-59.0;-30.0;-21384.0;-43.0;0.0
NA1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;-2.0;0.0;-2.0;0.0;-7.0;-18657.0;-56921.0;-18657.0;-67894.0;-7249.0;-7715.0;179241.0;-144790.0;-25505.0;29.0;-104.0;948.0;-14.0;0.0
NA1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-749.0;3324.0;1445.0;3644.0;7852.0;2309.0;16.0;6.0;1790.0;4.0;1.0
NA1;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;-19.0;-1.0;-2.0;-1.0;1.0;-7.0;-18817.0;-44959.0;-18817.0;23693.0;-14724.0;-10400.0;40167.0;-190365.0;-17836.0;-25.0;-60.0;-29646.0;-38.0;0.0
NA1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;-27.0;-1.0;-2.0;-1.0;0.0;-11.0;-26309.0;-62720.0;-26309.0;25595.0;-19083.0;-18700.0;-103915.0;-25662.0;208.0;-61.0;-24.0;-1886.0;-29.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-7.0;0.0;-2.0;0.0;-1.0;-1.0;-2267.0;-16853.0;-2267.0;-5641.0;-5292.0;-4240.0;50638.0;-114835.0;-1891.0;-41.0;-28.0;-4228.0;-6.0;0.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;2.0;2.0;5.0;10554.0;56760.0;10554.0;13882.0;7341.0;1015.0;79818.0;-157861.0;95015.0;8.0;-12.0;14519.0;-28.0;1.0
NA1;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;-11.0;-2.0;0.0;-1.0;0.0;-2.0;-6302.0;-64775.0;-6302.0;-28065.0;-12490.0;-7885.0;73596.0;-383434.0;2460.0;3.0;-138.0;19984.0;-37.0;0.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;2.0;3.0;4.0;2.0;11.0;19347.0;107721.0;19347.0;56938.0;11904.0;7690.0;136898.0;72217.0;-14461.0;-84.0;85.0;23521.0;-6.0;1.0
NA1;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0;2.0;5.0;2.0;-1.0;7.0;15310.0;71791.0;15310.0;27627.0;10039.0;3850.0;65387.0;109315.0;-46387.0;-28.0;60.0;-10066.0;83.0;1.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-21.0;-1.0;-4.0;-1.0;-2.0;-7.0;-15530.0;-80074.0;-15530.0;-23385.0;-14784.0;-9950.0;-10508.0;-164468.0;8108.0;-21.0;-70.0;-5486.0;-48.0;0.0
NA1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;-13.0;0.0;0.0;0.0;1.0;-4.0;-10724.0;-4120.0;-10724.0;11620.0;-9657.0;-8908.0;-85503.0;31202.0;-1643.0;-54.0;27.0;751.0;-7.0;0.0
NA1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;16.0;0.0;0.0;0.0;-2.0;1.0;3750.0;-4944.0;3750.0;2460.0;8740.0;8090.0;12198.0;83373.0;9111.0;70.0;58.0;5739.0;0.0;1.0
NA1;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;-17.0;0.0;-2.0;0.0;1.0;-5.0;-1334.0;-52618.0;-1334.0;13247.0;-7969.0;-3120.0;152133.0;-420578.0;-71741.0;52.0;-92.0;-13938.0;6.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;-10.0;0.0;-1.0;0.0;-1.0;-2.0;-6431.0;-18703.0;-6431.0;-4963.0;-8245.0;-5325.0;-48107.0;11757.0;-10091.0;-63.0;4.0;-10841.0;-15.0;0.0
NA1;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;13.0;0.0;-1.0;1.0;1.0;9.0;20090.0;6013.0;20090.0;22970.0;9391.0;6845.0;61310.0;102837.0;-26636.0;31.0;77.0;33856.0;17.0;1.0
NA1;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;4.0;-2.0;-5.0;-2.0;0.0;-8.0;-39654.0;-122048.0;-39654.0;-4691.0;-7643.0;-4400.0;-92550.0;54489.0;3701.0;87.0;-67.0;-4865.0;-1.0;0.0
NA1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-12.0;-1.0;-3.0;-1.0;1.0;-4.0;-11720.0;-61757.0;-11720.0;44761.0;-4941.0;-1350.0;138834.0;-223639.0;14768.0;-33.0;48.0;-1400.0;-19.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-21.0;-1.0;-4.0;-1.0;-1.0;-7.0;-39646.0;-140192.0;-39646.0;27486.0;-25074.0;-11030.0;25510.0;-232120.0;-58758.0;-58.0;-58.0;-29918.0;4.0;0.0
NA1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-17.0;-1.0;-4.0;-1.0;1.0;-5.0;-10839.0;-58034.0;-10839.0;-36935.0;-12798.0;-9025.0;-93629.0;-86915.0;8541.0;-83.0;-39.0;-23754.0;-14.0;0.0
NA1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-5.0;0.0;-3.0;-1.0;-2.0;-9.0;-16121.0;-78066.0;-16121.0;-25122.0;-9563.0;-4800.0;67269.0;-185582.0;-26901.0;-37.0;-132.0;15120.0;26.0;0.0
NA1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;-3.0;0.0;1.0;-1.0;-2.0;1.0;2016.0;-1128.0;2016.0;-18312.0;-3528.0;3145.0;17050.0;54332.0;-51358.0;69.0;34.0;-21894.0;10.0;0.0
NA1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;-19.0;-1.0;-1.0;-1.0;-2.0;-10.0;-21884.0;-66455.0;-21884.0;1913.0;-14316.0;-11115.0;-23939.0;-93552.0;724.0;20.0;-57.0;-13037.0;-8.0;0.0
NA1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;-11.0;-1.0;1.0;-1.0;-1.0;-2.0;-2079.0;-8051.0;-2079.0;-8396.0;-7690.0;-2735.0;-39055.0;5139.0;-19.0;14.0;-38.0;4910.0;10.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.0;-20.0;-700.0;-87.0;-895.0;7.0;-1.0;0.0;23.0;-1.0;0.0
NA1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;-9.0;-2.0;-4.0;-2.0;-2.0;-10.0;-17983.0;-107448.0;-17983.0;17688.0;-14503.0;-5555.0;79868.0;-319442.0;-25322.0;-17.0;-77.0;-3009.0;-61.0;0.0
NA1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0;0.0;-1.0;0.0;0.0;3.0;4858.0;4794.0;4858.0;-2379.0;5315.0;2410.0;133180.0;-45293.0;-26165.0;104.0;-20.0;8332.0;27.0;1.0
NA1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;15.0;0.0;-1.0;0.0;0.0;5.0;10223.0;17391.0;10223.0;-102472.0;8857.0;-125.0;3880.0;226468.0;-29762.0;83.0;13.0;-235.0;45.0;1.0
NA1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;5.0;1.0;0.0;2.0;-1.0;6.0;13486.0;30598.0;13486.0;-4720.0;7898.0;4792.0;9488.0;250234.0;-17289.0;118.0;67.0;20589.0;23.0;1.0
NA1;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;2.0;0.0;2.0;4.0;7703.0;43369.0;7703.0;-3010.0;10756.0;11450.0;18121.0;-13368.0;32170.0;49.0;-13.0;11108.0;10.0;1.0
NA1;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0;1.0;4.0;2.0;-1.0;6.0;15228.0;38688.0;15228.0;-22105.0;11550.0;7925.0;112411.0;3773.0;46075.0;-51.0;41.0;-1875.0;31.0;1.0
NA1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;1.0;2.0;1.0;5.0;6626.0;23292.0;6626.0;-2148.0;6419.0;1900.0;111776.0;-151066.0;-1398.0;-75.0;-19.0;349.0;27.0;1.0
